id,name,description
651000,Elite Cleric Armor,"Armor worn by the warrior clerics of the Way of White, who are famous for being unyielding in battle.  Among such armors, those that were black belonged to warrior clerics sent on missions, many of whom were high-level priests."
652000,Elite Cleric Gauntlets,"Gauntlets worn by the warrior clerics of the Way of White, who are famous for being unyielding in battle.  Among such gauntlets, those that were black belonged to warrior clerics sent on missions, many of whom were high-level priests."
653000,Elite Cleric Leggings,"Leggings worn by the warrior clerics of the Way of White, who are famous for being unyielding in battle.  Among such leggings, those that were black belonged to warrior clerics sent on missions, many of whom were high-level priests."
900000,Head,Head
901000,Body,Body
902000,Arms,Arms
903000,Legs,Legs
950000,No Travel Gear / Head,No Travel Gear / Head
951000,No Travel Gear / Body,No Travel Gear / Body
952000,No Travel Gear / Arms,No Travel Gear / Arms
953000,No Travel Gear / Legs,No Travel Gear / Legs
1000000,Dragon Head,"Transform the head into that of a dragon with a secret rite of the transcendent apostles. Use Dragon Head Stone in this state to spew dragon breath.  The dragon apostles seek transcendence of life itself, attainable by transformation into an ancient drag"
1001000,Dragon Body,"Transform the body into that of a dragon with a secret rite of the transcendent apostles. Use Dragon Torso Stone in this state to let out a great dragon roar.  The dragon apostles seek transcendence of life itself, attainable by transformation into an an"
1002000,Dragon Arms,"Transform arms into those of a dragon with a secret rite of the transcendent apostles. Use Dragon Torso Stone in this state to create dragon roar and wield talons from the hands.  The dragon apostles seek transcendence of life itself, attainable by trans"
1003000,Dragon Legs,"Transform legs into those of a dragon with a secret rite of the transcendent apostles. Use Dragon Torso Stone in this state to let out a great dragon roar.  The dragon apostles seek transcendence of life itself, attainable by transformation into an ancie"
19000000,Fallen Knight Helm,"Helm of an order of fallen knights who disbanded and fled, but met untimely deaths.  The drab, tattered hood conceals tough, black metal which provides dependable protection from fire. It is just possible to make out the majestic gold engravings on its surface."
19001000,Fallen Knight Armor,"Armor of an order of fallen knights who disbanded and fled, but met untimely deaths.  The drab, tattered cloth conceals tough, black metal which provides dependable protection from fire. It is just possible to make out the majestic gold engravings on its surface."
19002000,Fallen Knight Gauntlets,"Gauntlets of an order of fallen knights who disbanded and fled, but met untimely deaths.  The drab, tattered cloth conceals tough, black metal which provides dependable protection from fire. It is just possible to make out the majestic gold engravings on its surface."
19003000,Fallen Knight Trousers,"Trousers of an order of fallen knights.  Held beneath leather boots and drab cloth using a knot of rope and bandage, they are dampened and indelibly stained with the misery of flight."
19500000,Knight Helm,"Helm of a lowly knight, fashioned from solid iron.  This iron helm might be on the heftier side compared to others of its ilk, but as such offers great physical absorption in exchange for its imposing weight. Do not think to wear it without the necessary vitality."
19501000,Knight Armor,"Armor of a lowly knight, fashioned from solid iron.  This iron armor might be on the heftier side compared to others of its ilk, but as such offers great physical absorption in exchange for its imposing weight. Do not think to wear it without the necessary vitality."
19502000,Knight Gauntlets,"Gauntlets of a lowly knight, fashioned from solid iron.  These gauntlets might be on the heftier side compared to others of their ilk, but as such offer great physical absorption in exchange for their imposing weight. Do not think to wear it without the necessary vitality."
19503000,Knight Leggings,"Leggings of a lowly knight, fashioned from solid iron.  These leggings might be on the heftier side compared to others of their ilk, but as such offer great physical absorption in exchange for their imposing weight. Do not think to wear it without the necessary vitality."
21000000,Firelink Helm,"Helm of the Soul of Cinder, a deific manifestation of the Lords of Cinder, who linked the First Flame.  It resembles a knight's helm, but bears hideous burns and contortions. A misshapen crown can be seen upon its rear.  It exists as a symbol of the great Lords and the noble act of linking the fire, though it is no more than an empty husk."
21001000,Firelink Armor,"Armor of the Soul of Cinder, a deific manifestation of the Lords of Cinder, who linked the First Flame.  It resembles a knight's armor, but bears hideous burns and contortions, taking the shape of a deathly ribcage.  It exists as a symbol of the great Lords and the noble act of linking the fire, though it is no more than an empty husk."
21002000,Firelink Gauntlets,"Gauntlets of the Soul of Cinder, a deific manifestation of the Lords of Cinder, who linked the First Flame.  They resemble a knight's gauntlets, but bear hideous burns and contortions.  They exist as a symbol of the great Lords and the noble act of linking the fire, though they are no more than empty husks."
21003000,Firelink Leggings,"Leggings of the Soul of Cinder, a deific manifestation of the Lords of Cinder, who linked the First Flame.  They resemble a knight's leggings, but bear hideous burns and contortions. They exist as a symbol of the great Lords and the noble act of linking the fire, though they are no more than empty husks."
21500000,Sellsword Helm,"Metal helm interwoven with coarse cloth. Able to endure the hardships of battle and prolonged travel.  It is light considering the build, striking a fine balance between absorption and substance."
21501000,Sellsword Armor,"Metal armor interwoven with coarse cloth. Able to endure the hardships of battle and prolonged travel.  It is light considering the build, striking a fine balance between absorption and substance."
21502000,Sellsword Gauntlet,Metal gauntlet interwoven with coarse cloth. Able to endure the hardships of battle and prolonged travel.  Frequent shield users lighten the load by wearing a gauntlet on only one arm.
21503000,Sellsword Trousers,"These cloth trousers and leather boots are of no real note, but are durable and allow for easy movement. Able to endure the hardships of battle and prolonged travel."
22000000,Herald Helm,"Steel helm said to be worn by Heralds of the Way of White, who deliver commandments of duty.  Protection made of steel has excellent physical absorption, but is found lacking against blunt strikes and lightning damage."
22001000,Herald Armor,"Steel armor with a pure white cape, the signature of Heralds of the way of White.  Protection made of steel has excellent physical absorption, but is found lacking against blunt strikes and lightning damage."
22002000,Herald Gloves,"Leather gloves said to be worn by Heralds of the way of White, who deliver commandments of duty.  Fairly plain, but made to last on long journeys."
22003000,Herald Trousers,"Quilted trousers said to be worn by Heralds of the way of White, who deliver commandments of duty.  The insulated material is effective against strike damage, nicely complementing steel protective wear."
22500000,Sunless Veil,"Attire of a knight from the Sunless Realms, known for their resistance to both magic and the dark.  Formed of a silk veil and silver headband.  Sunless Knights serve the nameless moon, and perhaps it is for this reason the attire casts a feminine silhouette."
22501000,Sunless Armor,"Attire of a knight from the Sunless Realms, known for their resistance to both magic and the dark.  Metal plating and chainmail, treated with silver.  Sunless Knights serve the nameless moon, and perhaps it is for this reason the attire casts a feminine silhouette."
22502000,Sunless Gauntlets,"Attire of a knight from the Sunless Realms, known for their resistance to both magic and the dark.  Iron gauntlets, partially treated with silver.  Sunless Knights serve the nameless moon, and perhaps it is for this reason the attire casts a feminine silhouette."
22503000,Sunless Leggings,"Attire of a knight from the Sunless Realms, known for  their resistance to both magic and the dark. Metal leggings and chainmail, treated with silver.  Sunless Knights serve the nameless moon, and perhaps it is for this reason the attire casts a feminine silhouette."
23000000,Black Hand Hat,"Attire of hunters known as the King's Black Hands. This wide-brimmed hat is emblematic of the role.  Black Hand was a title established to honor hunters who served successive kings. To date, no more than three such individuals have borne this distinction."
23001000,Black Hand Armor,"Attire of hunters known as the King's Black Hands. A black cape covers leather armor, shrouding the wearer in darkness.  Black Hand was a title established to honor hunters who served successive generations of kings. To date, no more than three such individuals have borne this distinction."
23002000,Assassin Gloves,Soft leather gloves worn by assassins who lurk in the shadows.  The thick leather offers reasonable absorption without creating any undesired noise. A well-crafted piece of protection.
23003000,Assassin Trousers,Soft leather trousers worn by assassins who lurk in the shadows.  The thick leather offers reasonable absorption without creating any undesired noise. A well-crafted piece of protection.
23100000,Assassin Hood,Black cloth covering the face of the assassins who lurk in the shadows.  Grants much-needed protection to the head as well as cover from rain while pursuing a target on the road.
23101000,Assassin Armor,Soft leather armor worn by assassins who lurk in the shadows.  The thick leather offers reasonable absorption without creating any undesired noise. A well-crafted piece of protection.  Critical spots are reinforced with metal.
23500000,Xanthous Crown,"Crown supposedly made in imitation of a divine creature of Oolacile, land of ancient, golden sorceries.  Xanthous clothing is the mark of a researcher of lost sorceries, and the oversized crown is emblematic of their work. Such a curious pursuit is surely nothing to be ashamed of."
23501000,Xanthous Overcoat,"Yellowish overcoat covering a band of brass medallions.  Xanthous clothing is the mark of a researcher of lost sorceries, and the number of medallions denotes their success. A point of pride for the researchers, even if its significance is lost on others."
23502000,Xanthous Gloves,"Yellowish gloves.  Xanthous clothing is the mark of a researcher of lost sorceries, and it is said that with golden sorceries, one could manipulate light."
23503000,Xanthous Trousers,"Yellowish trousers.  Xanthous clothing is the mark of a researcher of lost sorceries, and it is said that with golden sorceries, one could manipulate light."
24000000,Northern Helm,"Iron helm of a stalwart northern warrior. Engraved with an ornate pattern.  Iron defensive wear grants superior stability. Being from the north, it should also offer resistance to the cold."
24001000,Northern Armor,"Iron armor of a stalwart northern warrior. Supported by interwoven chainmail.  Iron defensive wear grants superior absorption. Being from the north, it should also offer resistance to the cold."
24002000,Northern Gloves,"Gloves of a stalwart northern warrior. Made of thick leather.  In addition to their protection from blunt strikes, they excel at retaining heat, providing good resistance to the cold."
24003000,Northern Trousers,"Trousers of a stalwart northern warrior. Thick leather boots lined with fur.  In addition to their protection from blunt strikes, they excel at retaining heat, providing good resistance to the cold."
24500000,Morne's Helm,"Unusual helm bestowed upon knights of Carim.  Modeled on Morne, the Archbishop's apostle, the helm is of perfect likeness to the stone heads lining the cathedral.  A Carim knight will dedicate an entire career to attending a single maiden, just as Morne once served one goddess alone."
24501000,Morne's Armor,"Black armor bestowed upon knights of Carim.  Modeled on Morne, the Archbishop's apostle, cast from a unique mineral resembling stone.  A Carim knight will dedicate an entire career to attending a single maiden, just as Morne once served one goddess alone."
24502000,Morne's Gauntlets,"Black gauntlets bestowed upon knights of Carim.  Modelled on Morne, the Archbishop's apostle, cast from a unique mineral resembling stone.  A Carim knight will dedicate an entire career to attending a single maiden, just as Morne once served one goddess alone."
24503000,Morne's Leggings,"Black leggings bestowed upon knights of Carim.  Modelled on Morne, the Archbishop's apostle, cast from a unique mineral resembling stone.  A Carim knight will dedicate an entire career to attending a single maiden, just as Morne once served one goddess alone."
25000000,Silver Mask,"Silver mask of Ringfinger Leonhard.  In his youth, Leonhard suffered grave burns to his entire body. His face in particular, which he hid beneath his mask, was terribly scalded.  He abstained from restoring these injuries, even after becoming a Finger of Rosaria,"
25001000,Leonhard's Garb,"Garb of Ringfinger Leonhard.  Leonhard was born into royalty, which is believed to be the reason for his skill in both sorcery and swordsmanship.  Indeed, this dingy garb is in fact embroidered with gold thread, betraying its purpose as military wear designed for a noble."
25002000,Leonhard's Gauntlets,"Gauntlets of Ringfinger Leonhard.  Leonhard was born into royalty, which is believed to be the reason for his skill in both sorcery and swordsmanship.  Indeed, these dingy gauntlets are in fact decorated with silver, betraying their purpose as military wear designed for a noble."
25003000,Leonhard's Trousers,"Trousers of Ringfinger Leonhard.  Leonhard was born into royalty, which is believed to be the reason for his skill in both sorcery and swordsmanship.  Indeed, these dingy trousers are in fact meticulously tanned, betraying their purpose as military wear designed for a noble."
25500000,Sneering Mask,"Gold mask worn by those who kill in the name of the Sable Church of Londor.  A faint, kindly smile is bound to its surface, giving them the moniker Harlots of Death.  What lies beneath that expression, however, is nothing more than the face of a darkly shriveled Hollow."
25501000,Pale Shade Robe,"Attire worn by those who kill in the name of the Sable Church of Londor.  The Pale Shades of the Sable Church are all undying Hollows, giving rise to much fear and contempt.  Their fight is one of neither honor nor exaltation, yielding nothing but withered moans."
25502000,Pale Shade Gloves,"Outfit worn by those who kill in the name of the Sable Church of Londor.  The Pale Shades of the Sable Church are all undying Hollows, giving rise to much fear and contempt.  Their fight is one of neither honor nor exaltation, yielding nothing but withered moans."
26000000,Sunset Helm,"Helm of Hodrick, holy knight of the Sunless Realms.  This light gold helm, named for its sunset hues, is now faded and wrapped in tainted rags.  The sorry fool was known to wander the battlefield as a crazed ghoul, lashing out at friend and foe alike."
26001000,Sunset Armor,"Armor of Hodrick, holy knight of the Sunless Realms.  This light gold armor, named for its sunset hues, is now faded and wrapped in tainted rags.  The sorry fool was known to wander the battlefield as a crazed ghoul, lashing out at friend and foe alike."
26002000,Sunset Gauntlets,"Gauntlets of Hodrick, holy knight of the Sunless Realms.  These light gold gauntlets, named for their sunset hues, are now faded and wrapped in tainted rags.  The sorry fool was known to wander the battlefield as a crazed ghoul, lashing out at friend and foe alike."
26003000,Sunset Leggings,"Leggings of Hodrick, holy knight of the Sunless Realms.  These light gold leggings, named for their sunset hues, are now faded and wrapped in tainted rags.  The sorry fool was known to wander the battlefield as a crazed ghoul, lashing out at friend and foe alike."
26500000,Old Sage's Blindfold,"Attire of pyromancers of the Great Swamp, particularly favored by old sages.  The large blindfold blocks out unnecessary light, allowing one to observe a pyromancy's true essence.  The flame reveals all, and obscures all."
26501000,Cornyx's Garb,"Attire of Cornyx, pyromancer of the Great Swamp.  In the Great Swamp, it was customary to adorn oneself with articles of nature. Cornyx favored the use of raven feathers.  Ravens are said to have once been Firelink messengers, guiding the undead to the land of ancient gods."
26502000,Cornyx's Wrap,"Attire of Cornyx, pyromancer of the Great Swamp. The bronze ornamentation serves to ward off evil spirits."
26503000,Cornyx's Skirt,"Attire of Cornyx, pyromancer of the Great Swamp.  This long skirt emulates those worn by witches, who were the forebears of pyromancy."
27000000,Executioner Helm,"Steel helm of Horace the Hushed, who took a liking to its cold, bulky insides.  The original owner was said to be a corrupt executioner, who was killed and stripped of his armor.  Horace is one of only two children to escape Aldrich's clutches."
27001000,Executioner Armor,"Steel armor of Horace the Hushed, who took a liking to its cold, bulky insides.  The original owner was said to be a corrupt executioner, who was killed and stripped of his armor.  Horace is one of only two children to escape Aldrich's clutches."
27002000,Executioner Gauntlets,"Steel gauntlets of Horace the Hushed, who took a liking to their cold, bulky insides.  The original owner was said to be a corrupt executioner, who was killed and stripped of his armor.  Horace is one of only two children to escape Aldrich's clutches."
27003000,Executioner Leggings,"Steel leggings of Horace the Hushed, who took a liking to their cold, bulky insides.  The original owner was said to be a corrupt executioner, who was killed and stripped of his armor.  Horace is one of only two children to escape Aldrich's clutches."
27500000,Billed Mask,"Attire of the three mentors of the Sable Church of Londor, this billed mask belongs to Yuria, the second eldest.  These maidens of a Primordial Serpent were renowned as founders of the Sable Church, which offered salvation for Hollows."
27501000,Black Dress,"Attire of the three mentors of the Sable Church of Londor, this pitch-black dress resembles a mourning dress.  These maidens of a Primordial Serpent were renowned as founders of the Sable Church, which offered salvation for Hollows."
27502000,Black Gauntlets,"Attire of the three mentors of the Sable Church of Londor, these black gauntlets are hidden by the dress.  It is apparent that the women in black were highly skilled fencers, capable of founding the Sable Church between just the three of them."
27503000,Black Leggings,"Attire of the three mentors of the Sable Church of Londor, these black leggings are hidden by the dress.  It is apparent that the women in black were highly skilled fencers, capable of founding the Sable Church between just the three of them."
28000000,Pyromancer Crown,"Attire of pyromancers of the Great Swamp. Comprised of a leather crown and animal bones.  In the Great Swamp, it was thought that adorning oneself with natural fauna would provide protection from the flames of pyromancy."
28001000,Pyromancer Garb,"Attire of pyromancers of the Great Swamp. Comprised of bronze ornamentation and animal pelt.  In the Great Swamp, bronze was used ritualistically to ward off evil spirits and keep darkness at bay."
28002000,Pyromancer Wrap,Attire of pyromancers of the Great Swamp. Leather wrapped plainly around the arms.
28003000,Pyromancer Trousers,"Attire of pyromancers of the Great Swamp. Cloth trousers wound tightly with leather, and fitted with dermis split-toe shoes.  The life of a pyromancer is a life of endless trudging through marshland."
29000000,Court Sorcerer Hood,"Hood worn by court sorcerers of the Profaned Capital.  This tall, dark headpiece suggests they may have also been oracles.  There are many sorcerers who claim to heirship to the great sage ""Big Hat"" Logan, and the Profaned Capital houses one of two leading schools."
29001000,Court Sorcerer Robe,"Robe worn by court sorcerers of the Profaned Capital.  The formal gold stitching suggests they may have also been oracles.  There are many sorcerers who claim heirship to the great sage ""Big Hat"" Logan, and the Profaned Capital houses one of two leading schools."
29002000,Court Sorcerer Gloves,"Silk gloves worn by court sorcerers of the Profaned Capital. These figures may have also been oracles.  There are many sorcerers who claim heirship to the great sage ""Big Hat"" Logan, and the Profaned Capital houses one of two leading schools."
29003000,Court Sorcerer Trousers,"Trousers worn by court sorcerers of the Profaned Capital. These figures may have also been oracles.  There are many sorcerers who claim heirship to the great sage ""Big Hat"" Logan, and the Profaned Capital houses one of two leading schools."
30000000,Sorcerer Hood,"Attire of a sorcerer from the Vinheim Dragon School. A simple hood worn inside the robes.  Represents those who have outgrown the academy, abandoning formal headwear and distancing themselves in order to continue their research in solitude."
30001000,Sorcerer Robe,"Attire of a sorcerer from the Vinheim Dragon School. Long, ash-colored robes.  Underneath is a deep blue sorcerer's coat; conventional uniform of the academy."
30002000,Sorcerer Gloves,Attire of a sorcerer from the Vinheim Dragon School. Black-dyed leather gloves embellished with silver medallions.
30003000,Sorcerer Trousers,Attire of a sorcerer from the Vinheim Dragon School. Black-dyed leather trousers and rugged boots.  A sorcerer knows that long-term research means a lengthy and arduous road ahead.
30101000,Clandestine Coat,"Traditional coat of the Vinheim Dragon School.  Normally a deep blue color, this black variation is a sign of a sorcerer engaged in surreptitious work. These were covert agents who excelled at manipulating sound."
31000000,Cleric Hat,"Hat worn by a cleric turned undead. Typical attire for blue-robed travelers.  It is said that they were entrusted with a duty, still its nature is yet to be revealed."
31001000,Cleric Blue Robe,Garb worn by a cleric turned undead. Unmistakable vibrant blue robes.  It is said that the blue-robed travelers were entrusted with a duty. They bore large covers on their backs to ensure that they would not become seedbeds for spreading darkness.
31002000,Cleric Gloves,"Gloves worn by a cleric turned undead. Typical attire for blue-robed travelers.  It is said that they were entrusted with a duty, still its nature is yet to be revealed."
31003000,Cleric Trousers,"Trousers worn by a cleric turned undead. Typical attire for blue-robed travelers.  It is said that they were entrusted with a duty, still its nature is yet to be revealed."
31101000,Dingy Maiden's Overcoat,"Dingy overcoat worn by traveling maidens.  Although stained from a long journey, this item has yet to lose its divine power, remaining effective as a piece of protective wear."
33000000,Grotto Hat,"Hat of a sorcerer who distanced himself from this world.  Looks terribly worn-out, but the fabric's surface is reinforced with magic."
33001000,Grotto Robe,"Robe of a sorcerer who distanced himself from this world.  Looks terribly worn-out, but the fabric's surface is reinforced with magic."
33002000,Grotto Wrap,"Gloves of a sorcerer who distanced himself from this world.  Looks terribly worn-out, but the fabric's surface is reinforced with magic."
33003000,Grotto Trousers,"Waistcloth of a sorcerer who distanced himself from this world.  Looks terribly worn-out, but the fabric's surface is reinforced with magic."
40000000,Steel Soldier Helm,"Typical helm for a Lothric soldier. Iron-made, but half fallen apart.  It is never unwise to wear a sturdy form of head protection against arrows and other somatic threats."
40001000,Deserter Armor,"Common soldier's armor. Its insignia is worn beyond recognition.  This musty, rusted hunk of metal befits one reduced to thievery."
40002000,Soldier's Gauntlets,"Gauntlets supplied to common soldiers protecting Lothric.  Its simple build offers the bare minimum of protection in battle, but is comparatively lightweight and manageable."
40003000,Deserter Trousers,"Common soldier's trousers.  This musty, rusted hunk of metal befits one reduced to thievery."
40100000,Soldier's Hood,"Hood supplied to common soldiers protecting Lothric.  Its simple build offers the bare minimum of protection in battle, but is comparatively lightweight and manageable."
40200000,Thief Mask,"Mask worn by those with something to hide. Used to conceal the face, muffle the voice, and go by cover of darkness."
43000000,Sage's Big Hat,"Enormous hat that completely obscures the face. Belonged to twin gurus known as the Crystal Sages.  The pair are said to be successors to the great sage Logan, and this big hat is a symbol of their pedigree."
43001000,Elder's Robe,"Robe worn by an elder who went to the extremes of sorcery.  These robes have served the elder over many years of devoted study. Constantly exposed to magical power, they became formal wear for high-ranking sorcerers."
44000000,Aristocrat's Mask,"Mask worn by jailers of Irithyll Dungeon. Noblemen delighted in its plump features.  The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home."
44001000,Jailer Robe,"Robe worn by jailers of Irithyll Dungeon. Originally ritualistic formal wear.  The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home."
44002000,Jailer Gloves,"Gloves worn by jailers of Irithyll Dungeon.  The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home."
44003000,Jailer Trousers,"Trousers worn by jailers of Irithyll Dungeon.  The jailers were among the few survivors inhabiting the Profaned Capital, later serving under Pontiff Sulyvahn. Perhaps the screams emanating from the cells help them forget their old home."
44500000,Saint's Veil,"Veil worn by the young crossbreed taken prisoner within the dungeon.  Originally pure white, years of incarceration have stained it ash grey."
44501000,Saint's Dress,"Dress worn by the young crossbreed taken prisoner within the dungeon.  Originally pure white, years of incarceration have stained it ash grey."
45000000,Footman's Hood,"Hood worn by a manservant who roams the Undead Commune.  The lowly footmen were given the most dejectable tasks among citizens of the Undead Commune. Their superhuman strength far exceeds that of an ordinary person, and if agitated can become quite uncontrolable."
45001000,Footman's Overcoat,"Overcoat worn by a manservant who roams the Undead Commune.  The lowly footmen were given the most dejectable tasks among citizens of the Undead Commune. Their superhuman strength far exceeds that of an ordinary person, and if agitated can become quite uncontrolable."
45002000,Footman's Bracelets,"Bracelets worn by a manservant who roams the Undead Commune.  The lowly footmen were given the most dejectable tasks among citizens of the Undead Commune. Their superhuman strength far exceeds that of an ordinary person, and if agitated can become quite uncontrolable."
45003000,Footman's Trousers,"Trousers worn by a manservant who roams the Undead Commune.  The lowly footmen were given the most dejectable tasks among citizens of the Undead Commune. Their superhuman strength far exceeds that of an ordinary person, and if agitated can become quite uncontrolable."
46000000,Grave Warden Hood,"Rotting, tattered hood. Attire of grave wardens at the Cathedral of the Deep.  Grave wardens were tasked with disposing of the ever rising corpses that plagued the cathedral. Their clothes are utterly putrid, drenched in the blood and mucilage of their undertaking."
46001000,Grave Warden Robe,"Rotting, tattered robe. Attire of grave wardens at the Cathedral of the Deep.  Grave wardens were tasked with disposing of the ever rising corpses that plagued the cathedral. Their clothes are utterly putrid, drenched in the blood and mucilage of their undertaking."
46002000,Grave Warden Wrap,"Rotting, tattered wrap. Attire of grave wardens at the Cathedral of the Deep.  Grave wardens were tasked with disposing of the ever rising corpses that plagued the cathedral. Their clothes are utterly putrid, drenched in the blood and mucilage of their undertaking."
46003000,Grave Warden Skirt,"Rotting, tattered skirt. Attire of grave wardens at the Cathedral of the Deep.  Grave wardens were tasked with disposing of the ever rising corpses that plagued the cathedral. Their clothes are utterly putrid, drenched in the blood and mucilage of their undertaking."
47000000,Worker Hat,"Hat worn by inhabitants of the Undead Settlement.  Official attire for the dissection and burial of undead. Naturally, the ceremonial significance of such work is long forgotten.  Indeed, no one could continue to entertain such horrors."
47001000,Worker Garb,"Garb worn by inhabitants of the Undead Settlement.  Official attire for the dissection and burial of undead. Naturally, the ceremonial significance of such work is long forgotten.  Indeed, no one could continue to entertain such horrors."
47002000,Worker Gloves,"Gloves worn by inhabitants of the Undead Settlement.  Official attire for the dissection and burial of undead. Naturally, the ceremonial significance of such work is long forgotten.  Indeed, no one could continue to entertain such horrors."
47003000,Worker Trousers,"Trousers worn by inhabitants of the Undead Settlement.  Naturally, the ceremonial significance of such work is long forgotten.  Indeed, no one could continue to entertain such horrors."
47500000,Thrall Hood,Hood used to cover the head of lesser folk who were set to work as slaves throughout Lothric.  Also occasionally used to shame and humiliate criminals.
48000000,Evangelist Hat,"Hat of an evangelist sent from the cathedral.  These teachers, all women, came to enlighten inhabitants of the Undead Settlement and sent carriers on the path of sacrifice."
48001000,Evangelist Robe,"Robe of an evangelist sent from the cathedral.  These teachers, all women, came to enlighten inhabitants of the Undead Settlement and sent carriers on the path of sacrifice."
48002000,Evangelist Gloves,"Gloves of an evangelist sent from the cathedral.  These teachers, all women, came to enlighten inhabitants of the Undead Settlement and sent carriers on the path of sacrifice."
48003000,Evangelist Trousers,"Trousers of an evangelist sent from the cathedral.  These teachers, all women, came to enlighten inhabitants of the Undead Settlement and sent carriers on the path of sacrifice."
48500000,Scholar's Shed Skin,"Skin shed from a sage of the Grand Archives. The ivory wax has hardened, forming a mask.  Wax protected the inquirer from exposure to the foulness that permeated the majority of the texts, preventing one's anchor of reason from being too easily washed away."
48501000,Scholar's Robe,"Robe of a sage from the Grand Archives, stained quite deliberately with wax.  The scholars of the Grand Archives, sorcerers by craft, tend to their candles with a reverence that exceeds the simple burden of labor. They know dangers of the Archives' store of knowledge all too well."
49000000,Winged Knight Helm,"Armor of the Winged Knights, who swore themselves to the Angels.  Worship of the divine messengers was viewed as heresy in Lothric and unrecognized by any of the Three Pillars of rule.  This is believed to be why Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives."
49001000,Winged Knight Armor,"Armor of the Winged Knights, named for their appearance, who swore themselves to the Angels.  Worship of the divine messengers was viewed as heresy in Lothric and unrecognized by any of the Three Pillars of rule.  This is believed to be why Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives."
49002000,Winged Knight Gauntlets,"Armor of the Winged Knights, who swore themselves to the Angels.  Worship of the divine messengers was viewed as heresy in Lothric and unrecognized by any of the Three Pillars of rule.  This is believed to be why Gertrude, the Heavenly Daughter, was imprisoned in the lofty cell of the Grand Archives."
50500000,Cathedral Knight Helm,"Massive iron helm worn by knights serving the Cathedral of the Deep.  Repulsive creatures of the deep are sure to attract the foolish, but the cathedral knights are prepared to meet such intruders head on with their more than ample might."
50501000,Cathedral Knight Armor,"Massive iron armor worn by knights serving the Cathedral of the Deep.  Repulsive creatures of the deep are sure to attract the foolish, but the cathedral knights are prepared to meet such intruders head on with their more than ample might."
50502000,Cathedral Knight Gauntlets,"Massive iron gauntlets worn by knights serving the Cathedral of the Deep.  Repulsive creatures of the deep are sure to attract the foolish, but the cathedral knights are prepared to meet such intruders head on with their more than ample might."
50503000,Cathedral Knight Leggings,"Massive iron leggings worn by knights serving the Cathedral of the Deep.  Repulsive creatures of the deep are sure to attract the foolish, but the cathedral knights are prepared to meet such intruders head on with their more than ample might."
52000000,Lothric Knight Helm,"Armor of a celebrated Lothric knight. A strong steel helm, if a little worn.  The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.  Only those possessing a knight's resolve are fit to wear this garment."
52001000,Lothric Knight Armor,"Armor of a celebrated Lothric knight. The coat of distinction is all but fallen apart.  The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.  Only those possessing a knight's resolve are fit to wear this garment."
52002000,Lothric Knight Gauntlets,"Armor of a celebrated Lothric knight. Strong steel gauntlets, if a little scratched.  The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.  Only those possessing a knight's resolve are fit to wear this garment."
52003000,Lothric Knight Leggings,"Armor of a celebrated Lothric knight. Strong steel leggings, if a little scratched.  The Knight has served as one of the Three Pillars since ancient times, and shares place alongside the wyverns as a symbol of Lothric.  Only those possessing a knight's resolve are fit to wear this garment."
53000000,Outrider Knight Helm,"Armor of an Irithyll outrider knight. Enveloped in a dimly cool air.  The knights were given the eyes of the Pontiff, but the eyes transformed them into savage, raving warriors who only knew how to serve as mindless guards."
54000000,Black Knight Helm,"Armor of the Black Knights who roam the lands.  The knights served the First Lord Gwyn, and followed him into the flame upon its linking. They became ash, but still wander the realms to this day."
54500000,Dark Mask,"Bone mask of the Darkwraiths, relics of a small country that fell to the dark long ago. Looks as if it may crumble to dust at any moment.  The Darkwraiths were the oldest of the Red Eye Invaders, and rumored to have served a Primordial Serpent."
54501000,Dark Armor,"Armor of the Darkwraiths, relics of a small country that fell to the dark long ago. Looks as if it may crumble to dust at any moment.  The Darkwraiths were the oldest of the Red Eye Invaders, and rumored to have served a Primordial Serpent."
54502000,Dark Gauntlets,"Gauntlets of the Darkwraiths, relics of a small country that fell to the dark long ago. Look as if they may crumble to dust at any moment.  The Darkwraiths were the oldest of the Red Eye Invaders, and rumored to have served a Primordial Serpent."
54503000,Dark Leggings,"Leggings of the Darkwraiths, relics of a small country that fell to the dark long ago. Look as if they may crumble to dust at any moment.  The Darkwraiths were the oldest of the Red Eye Invaders, and rumored to have served a Primordial Serpent."
